text,label,intent,severity
"Dạo này tôi bị huyết áp cao, xây xẩm mặt mày sau đó thì chóng mặt kéo dài dai dẳng.",Khoa Tim Mạch,SYMPTOM,EMERGENCY
"Bé nhà tôi thấy chảy nước mũinghẹt mũi, hắt hơi từ đêm qua.",Khoa Nhi,SYMPTOM,EMERGENCY
"Bác sĩ ơi tôi liên tục không dứt hay bị khàn tiếng, ngoài ra còn bị mất giọng và ho có đờm.",Khoa Tai Mũi Họng,SYMPTOM,NORMAL
"Bác sĩ ơi, mấy hôm nay tôi đau dạ dày, mấy tháng nay thấy nóng rát vùng ngực, ợ hơi.",Khoa Tiêu Hoá,SYMPTOM,EMERGENCY
"Bác sĩ ơi, con tôi tiêu chảy, từ sáng nay thấy đau bụng, sốt nhẹ.",Khoa Nhi,SYMPTOM,MEDIUM
"Bác sĩ ơi, dạ tôi sưng đỏ khớp ngón chân, thỉnh thoảng bị thấy đau buốt, khó cử động.",Khoa Xương Khớp,SYMPTOM,MEDIUM
Tôi bị hồi hộp và đánh trống ngực với lại khó thở khi nằm kéo dài dai dẳng.,Khoa Tim Mạch,SYMPTOM,EMERGENCY
"Bác sĩ ơi, gần đây tôi nấm da, từ đêm qua thấy ngứa rát đồng thời bị bong tróc.",Khoa Da Liễu,SYMPTOM,MEDIUM
"Bác sĩ ơi tôi bị ù tai, đau nhức tai, chảy mủ tai hơn 1 tuần rồi.",Khoa Tai Mũi Họng,SYMPTOM,NORMAL
"Dạo này tôi khoảng 2 ngày nay hay bị đau đầu, ngoài ra còn bị chóng mặt và buồn nôn.",Khoa Nội Thần Kinh,SYMPTOM,NORMAL
"Tôi bị giảm trí nhớ và hay quên, mệt mỏi từ sáng nay.",Khoa Nội Thần Kinh,SYMPTOM,MEDIUM
"Mấy hôm nay tôi từ sáng nay hay bị đầy hơi, ngoài ra còn bị khó tiêu và ợ chua.",Khoa Tiêu Hoá,SYMPTOM,EMERGENCY
"Tôi kéo dài dai dẳng hay bị viêm xoang, ngoài ra còn bị nhức vùng trán và hắt hơi liên tục.",Khoa Tai Mũi Họng,SYMPTOM,MEDIUM
"Mấy hôm nay tôi bị giảm trí nhớ, hay quên, mệt mỏi từ sáng nay.",Khoa Nội Thần Kinh,SYMPTOM,EMERGENCY
"Mấy hôm nay tôi thấy đau mỏi vai gáytê tay, cứng khớp buổi sáng khoảng 2 ngày nay.",Khoa Xương Khớp,SYMPTOM,NORMAL
"Tôi kéo dài dai dẳng hay bị đau nhói tim, ngoài ra còn bị vã mồ hôi và mệt mỏi.",Khoa Tim Mạch,SYMPTOM,MEDIUM
"Bác sĩ ơi, bác sĩ ơi tôi co giật nhẹ, liên tục không dứt thấy mất thăng bằng sau đó thì ù tai.",Khoa Nội Thần Kinh,SYMPTOM,NORMAL
"Bác sĩ ơi, dạ tôi giảm trí nhớ, từ đêm qua thấy hay quên và mệt mỏi.",Khoa Nội Thần Kinh,SYMPTOM,NORMAL
"Bác sĩ ơi, hôm nay tôi đau tức ngực, hơn 1 tuần rồi thấy khó thở kết hợp với tim đập nhanh.",Khoa Tim Mạch,SYMPTOM,EMERGENCY
"Bác sĩ ơi, gần đây tôi nổi mẩn đỏ, khoảng 2 ngày nay thấy ngứa ngáy, lan rộng.",Khoa Da Liễu,SYMPTOM,NORMAL
"Gần đây tôi liên tục không dứt hay bị đi ngoài ra máu, ngoài ra còn bị táo bón và đau rát.",Khoa Tiêu Hoá,SYMPTOM,MEDIUM
Hôm nay tôi bị phù nề chân và tức ngực đồng thời bị hụt hơi từ sáng nay.,Khoa Tim Mạch,SYMPTOM,EMERGENCY
"Bác sĩ ơi, mấy hôm nay tôi khàn tiếng, mấy tháng nay thấy mất giọng, ho có đờm.",Khoa Tai Mũi Họng,SYMPTOM,MEDIUM
"Bác sĩ ơi, dạ tôi huyết áp cao, khoảng 2 ngày nay thấy xây xẩm mặt mày và chóng mặt.",Khoa Tim Mạch,SYMPTOM,EMERGENCY
"Bác sĩ ơi tôi kéo dài dai dẳng hay bị hồi hộp, ngoài ra còn bị đánh trống ngực và khó thở khi nằm.",Khoa Tim Mạch,SYMPTOM,EMERGENCY
"Dạ tôi bị nổi mẩn đỏ và ngứa ngáy, lan rộng liên tục không dứt.",Khoa Da Liễu,SYMPTOM,MEDIUM
"Bác sĩ ơi, bác sĩ ơi tôi khàn tiếng, liên tục không dứt thấy mất giọng, ho có đờm.",Khoa Tai Mũi Họng,SYMPTOM,NORMAL
"Bác sĩ ơi, trẻ nhà tôi sốt cao, mấy tháng nay thấy ho khan đồng thời bị thở khò khè.",Khoa Nhi,SYMPTOM,EMERGENCY
Dạ tôi bị nổi mẩn đỏ và ngứa ngáy và lan rộng từ đêm qua.,Khoa Da Liễu,SYMPTOM,NORMAL
"Bác sĩ ơi, dạ tôi đau nhức khớp gối, khoảng 2 ngày nay thấy đi lại khó khăn, kêu lạo xạo.",Khoa Xương Khớp,SYMPTOM,MEDIUM
"Hôm nay tôi từ đêm qua hay bị ù tai, ngoài ra còn bị đau nhức tai và chảy mủ tai.",Khoa Tai Mũi Họng,SYMPTOM,NORMAL
"Bác sĩ ơi tôi bị đau dạ dày, nóng rát vùng ngực, ợ hơi từ đêm qua.",Khoa Tiêu Hoá,SYMPTOM,MEDIUM
"Dạo này tôi thấy mờ mắt, nhìn không rõ, chảy nước mắt hơn 1 tuần rồi.",Khoa Mắt,SYMPTOM,MEDIUM
"Hôm nay tôi bị đau nhức khớp gốiđi lại khó khăn, kêu lạo xạo thỉnh thoảng bị.",Khoa Xương Khớp,SYMPTOM,MEDIUM
"Gần đây tôi thấy thoái hóa cột sống, đau âm ỉ, nhức mỏi mấy tháng nay.",Khoa Xương Khớp,SYMPTOM,MEDIUM
"Mấy hôm nay tôi bị đau dạ dày, nóng rát vùng ngực với lại ợ hơi từ sáng nay.",Khoa Tiêu Hoá,SYMPTOM,EMERGENCY
"Mấy hôm nay tôi bị ù tai, đau nhức tai và chảy mủ tai mấy tháng nay.",Khoa Tai Mũi Họng,SYMPTOM,NORMAL
"Người nhà tôi bị đau ngực dữ dộiđổ mồ hôi lạnh, choáng váng từ đêm qua.",Khoa Cấp Cứu,SYMPTOM,EMERGENCY
"Bác sĩ ơi, dạ tôi rụng tóc nhiều, khoảng 2 ngày nay thấy ngứa da đầu, nhiều gàu.",Khoa Da Liễu,SYMPTOM,MEDIUM
Tôi bị co giật nhẹmất thăng bằng với lại ù tai thỉnh thoảng bị.,Khoa Nội Thần Kinh,SYMPTOM,NORMAL
"Dạ tôi bị đau tức ngực, khó thở đồng thời bị tim đập nhanh từ sáng nay.",Khoa Tim Mạch,SYMPTOM,MEDIUM
Mấy hôm nay tôi bị đau tức ngực và khó thở kết hợp với tim đập nhanh khoảng 2 ngày nay.,Khoa Tim Mạch,SYMPTOM,EMERGENCY
"Gần đây tôi bị sưng đỏ khớp ngón chân và đau buốt, khó cử động khoảng 2 ngày nay.",Khoa Xương Khớp,SYMPTOM,EMERGENCY
"Dạ tôi bị đau lưng, lan xuống chân kèm theo tê buốt hơn 1 tuần rồi.",Khoa Xương Khớp,SYMPTOM,MEDIUM
"Bác sĩ ơi, cháu nhà tôi biếng ăn, khoảng 2 ngày nay thấy nôn trớ kết hợp với quấy khóc.",Khoa Nhi,SYMPTOM,MEDIUM
"Bác sĩ ơi, dạo này tôi mờ mắt, từ đêm qua thấy nhìn không rõ đồng thời bị chảy nước mắt.",Khoa Mắt,SYMPTOM,NORMAL
"Bác sĩ ơi, dạo này tôi mất ngủ, từ đêm qua thấy trằn trọc sau đó thì đau nửa đầu.",Khoa Nội Thần Kinh,SYMPTOM,NORMAL
"Bác sĩ ơi, cháu nhà tôi tiêu chảy, từ đêm qua thấy đau bụng sau đó thì sốt nhẹ.",Khoa Nhi,SYMPTOM,EMERGENCY
"Bác sĩ ơi tôi bị giảm trí nhớhay quên, mệt mỏi thỉnh thoảng bị.",Khoa Nội Thần Kinh,SYMPTOM,EMERGENCY
"Hôm nay tôi kéo dài dai dẳng hay thấy đau tức hạ sườn phải, ngoài ra còn thấy vàng da và chán ăn.",Khoa Tiêu Hoá,SYMPTOM,EMERGENCY
"Bác sĩ ơi, dạo này tôi mờ mắt, liên tục không dứt thấy nhìn không rõ sau đó thì chảy nước mắt.",Khoa Mắt,SYMPTOM,NORMAL
"Bác sĩ ơi, gần đây tôi rụng tóc nhiều, thỉnh thoảng bị thấy ngứa da đầu, nhiều gàu.",Khoa Da Liễu,SYMPTOM,MEDIUM
"Gần đây tôi thấy đau họng và nuốt vướng, sưng amidan liên tục không dứt.",Khoa Tai Mũi Họng,SYMPTOM,NORMAL
"Bác sĩ ơi tôi bị hồi hộp, đánh trống ngực và khó thở khi nằm kéo dài dai dẳng.",Khoa Tim Mạch,SYMPTOM,EMERGENCY
Dạ tôi bị đau ngực dữ dội và đổ mồ hôi lạnh sau đó thì choáng váng kéo dài dai dẳng.,Khoa Cấp Cứu,SYMPTOM,EMERGENCY
Hôm nay tôi thấy đau nhói tim và vã mồ hôi và mệt mỏi khoảng 2 ngày nay.,Khoa Tim Mạch,SYMPTOM,MEDIUM
"Tôi bị nổi mẩn đỏ và ngứa ngáy, lan rộng khoảng 2 ngày nay.",Khoa Da Liễu,SYMPTOM,MEDIUM
Dạ tôi bị nổi bong bóng nước và rát da kèm theo đỏ tấy từ đêm qua.,Khoa Da Liễu,SYMPTOM,MEDIUM
"Bác sĩ ơi, gần đây tôi thoái hóa cột sống, mấy tháng nay thấy đau âm ỉ, nhức mỏi.",Khoa Xương Khớp,SYMPTOM,NORMAL
"Dạ tôi bị đỏ mắt, đổ ghèn nhiều sau đó thì ngứa mắt từ sáng nay.",Khoa Mắt,SYMPTOM,NORMAL
"Hôm nay tôi bị đi ngoài ra máutáo bón, đau rát thỉnh thoảng bị.",Khoa Tiêu Hoá,SYMPTOM,EMERGENCY
Gần đây tôi bị khàn tiếngmất giọng và ho có đờm hơn 1 tuần rồi.,Khoa Tai Mũi Họng,SYMPTOM,NORMAL
"Bác sĩ ơi, gần đây tôi ruồi bay trước mắt, liên tục không dứt thấy chớp sáng đồng thời thấy giảm thị lực.",Khoa Mắt,SYMPTOM,MEDIUM
"Gần đây tôi bị sưng đỏ khớp ngón chân, đau buốt sau đó thì khó cử động mấy tháng nay.",Khoa Xương Khớp,SYMPTOM,MEDIUM
"Bác sĩ ơi, gần đây tôi ù tai, kéo dài dai dẳng thấy đau nhức tai kết hợp với chảy mủ tai.",Khoa Tai Mũi Họng,SYMPTOM,NORMAL
"Trẻ nhà tôi từ sáng nay hay bị sốt cao, ngoài ra còn bị ho khan và thở khò khè.",Khoa Nhi,SYMPTOM,EMERGENCY
"Bác sĩ ơi, hôm nay tôi đi ngoài ra máu, từ đêm qua thấy táo bón với lại đau rát.",Khoa Tiêu Hoá,SYMPTOM,NORMAL
"Con tôi thấy sốt cao, ho khan và thở khò khè hơn 1 tuần rồi.",Khoa Nhi,SYMPTOM,EMERGENCY
"Bác sĩ ơi tôi bị khô mắt, mỏi mắt, nhức hốc mắt khoảng 2 ngày nay.",Khoa Mắt,SYMPTOM,EMERGENCY
"Gần đây tôi bị thoái hóa cột sống, đau âm ỉ đồng thời bị nhức mỏi mấy tháng nay.",Khoa Xương Khớp,SYMPTOM,MEDIUM
"Bác sĩ ơi, dạo này tôi cộm mắt, kéo dài dai dẳng thấy nhạy cảm ánh sáng và nhức mắt.",Khoa Mắt,SYMPTOM,MEDIUM
"Dạo này tôi bị mờ mắt, nhìn không rõ, chảy nước mắt kéo dài dai dẳng.",Khoa Mắt,SYMPTOM,EMERGENCY
"Dạ tôi thấy đau đầu và chóng mặt, buồn nôn mấy tháng nay.",Khoa Nội Thần Kinh,SYMPTOM,MEDIUM
"Bác sĩ ơi, cháu nhà tôi biếng ăn, thỉnh thoảng thấy thấy nôn trớ, quấy khóc.",Khoa Nhi,SYMPTOM,EMERGENCY
"Dạ tôi mấy tháng nay hay bị viêm xoang, ngoài ra còn bị nhức vùng trán và hắt hơi liên tục.",Khoa Tai Mũi Họng,SYMPTOM,NORMAL
"Bác sĩ ơi, dạo này tôi khàn tiếng, từ sáng nay thấy mất giọng kết hợp với ho có đờm.",Khoa Tai Mũi Họng,SYMPTOM,MEDIUM
"Bác sĩ ơi, gần đây tôi ù tai, thỉnh thoảng bị thấy đau nhức tai sau đó thì chảy mủ tai.",Khoa Tai Mũi Họng,SYMPTOM,MEDIUM
"Cháu nhà tôi bị tiêu chảy và đau bụng, sốt nhẹ khoảng 2 ngày nay.",Khoa Nhi,SYMPTOM,EMERGENCY
"Bác sĩ ơi, gần đây tôi đau đầu, mấy tháng nay thấy chóng mặt, buồn nôn.",Khoa Nội Thần Kinh,SYMPTOM,MEDIUM
Dạo này tôi bị ruồi bay trước mắt và chớp sáng và giảm thị lực từ đêm qua.,Khoa Mắt,SYMPTOM,MEDIUM
"Bác sĩ ơi, tôi mụn viêm, từ sáng nay thấy sưng to với lại đau nhức.",Khoa Da Liễu,SYMPTOM,MEDIUM
"Bác sĩ ơi, dạ tôi sổ mũi, mấy tháng nay thấy nghẹt mũi đồng thời thấy chảy dịch xanh.",Khoa Tai Mũi Họng,SYMPTOM,NORMAL
"Bác sĩ ơi, bé nhà tôi nổi mẩn đỏ, từ sáng nay thấy ngứa ngáy, khóc đêm.",Khoa Nhi,SYMPTOM,EMERGENCY
"Mấy hôm nay tôi từ đêm qua hay thấy phù nề chân, ngoài ra còn thấy tức ngực và hụt hơi.",Khoa Tim Mạch,SYMPTOM,MEDIUM
"Dạ tôi thấy đầy hơi và khó tiêu, ợ chua kéo dài dai dẳng.",Khoa Tiêu Hoá,SYMPTOM,EMERGENCY
"Bác sĩ ơi, dạ tôi nổi mẩn đỏ, từ đêm qua thấy ngứa ngáy và lan rộng.",Khoa Da Liễu,SYMPTOM,MEDIUM
"Mấy hôm nay tôi từ đêm qua hay bị tai nạn giao thông, ngoài ra còn bị chảy nhiều máu và bất tỉnh.",Khoa Cấp Cứu,SYMPTOM,EMERGENCY
"Bé nhà tôi bị tiêu chảy, đau bụng, sốt nhẹ khoảng 2 ngày nay.",Khoa Nhi,SYMPTOM,MEDIUM
"Bác sĩ ơi, dạo này tôi mụn viêm, liên tục không dứt thấy sưng to sau đó thì đau nhức.",Khoa Da Liễu,SYMPTOM,EMERGENCY
"Bác sĩ ơi, tôi sưng đỏ khớp ngón chân, từ sáng nay thấy đau buốt và khó cử động.",Khoa Xương Khớp,SYMPTOM,MEDIUM
"Dạ tôi hơn 1 tuần rồi hay bị cộm mắt, ngoài ra còn bị nhạy cảm ánh sáng và nhức mắt.",Khoa Mắt,SYMPTOM,NORMAL
"Hôm nay tôi hơn 1 tuần rồi hay thấy đau ngực dữ dội, ngoài ra còn thấy đổ mồ hôi lạnh và choáng váng.",Khoa Cấp Cứu,SYMPTOM,EMERGENCY
"Bác sĩ ơi tôi thấy mất ngủtrằn trọc, đau nửa đầu hơn 1 tuần rồi.",Khoa Nội Thần Kinh,SYMPTOM,MEDIUM
"Tôi thấy viêm xoang, nhức vùng trán, hắt hơi liên tục hơn 1 tuần rồi.",Khoa Tai Mũi Họng,SYMPTOM,NORMAL
"Hôm nay tôi thấy đầy hơikhó tiêu, ợ chua từ sáng nay.",Khoa Tiêu Hoá,SYMPTOM,NORMAL
"Bác sĩ ơi, cháu nhà tôi biếng ăn, từ đêm qua thấy nôn trớ kết hợp với quấy khóc.",Khoa Nhi,SYMPTOM,MEDIUM
"Dạo này tôi từ đêm qua hay bị sổ mũi, ngoài ra còn bị nghẹt mũi và chảy dịch xanh.",Khoa Tai Mũi Họng,SYMPTOM,MEDIUM
"Bác sĩ ơi, dạo này tôi đau đầu, hơn 1 tuần rồi thấy chóng mặt với lại buồn nôn.",Khoa Nội Thần Kinh,SYMPTOM,NORMAL
"Bác sĩ ơi tôi bị đau mỏi vai gáy, tê tay, cứng khớp buổi sáng từ đêm qua.",Khoa Xương Khớp,SYMPTOM,NORMAL
"Dạ tôi từ sáng nay hay thấy khó thở cấp, ngoài ra còn thấy tím tái và ngạt thở.",Khoa Cấp Cứu,SYMPTOM,EMERGENCY
"Gần đây tôi bị đau dạ dày và nóng rát vùng ngực, ợ hơi từ đêm qua.",Khoa Tiêu Hoá,SYMPTOM,EMERGENCY
"Bác sĩ ơi, tôi tai nạn giao thông, từ sáng nay thấy chảy nhiều máu, bất tỉnh.",Khoa Cấp Cứu,SYMPTOM,EMERGENCY
"Trẻ nhà tôi bị sốt cao và ho khan, thở khò khè hơn 1 tuần rồi.",Khoa Nhi,SYMPTOM,EMERGENCY
"Mấy hôm nay tôi kéo dài dai dẳng hay thấy khó thở cấp, ngoài ra còn thấy tím tái và ngạt thở.",Khoa Cấp Cứu,SYMPTOM,EMERGENCY
"Bác sĩ ơi, dạo này tôi mất ngủ, kéo dài dai dẳng thấy trằn trọc, đau nửa đầu.",Khoa Nội Thần Kinh,SYMPTOM,MEDIUM
Dạo này tôi bị rụng tóc nhiều và ngứa da đầu sau đó thì nhiều gàu từ đêm qua.,Khoa Da Liễu,SYMPTOM,MEDIUM
"Bác sĩ ơi, tôi ruồi bay trước mắt, từ đêm qua thấy chớp sáng, giảm thị lực.",Khoa Mắt,SYMPTOM,MEDIUM
"Gần đây tôi bị nổi bong bóng nước, rát da, đỏ tấy mấy tháng nay.",Khoa Da Liễu,SYMPTOM,MEDIUM
"Cháu nhà tôi kéo dài dai dẳng hay thấy tiêu chảy, ngoài ra còn thấy đau bụng và sốt nhẹ.",Khoa Nhi,SYMPTOM,EMERGENCY
"Gần đây tôi khoảng 2 ngày nay hay bị co giật nhẹ, ngoài ra còn bị mất thăng bằng và ù tai.",Khoa Nội Thần Kinh,SYMPTOM,EMERGENCY
"Dạ tôi bị đau tức hạ sườn phải, vàng da, chán ăn kéo dài dai dẳng.",Khoa Tiêu Hoá,SYMPTOM,EMERGENCY
"Hôm nay tôi kéo dài dai dẳng hay thấy giảm trí nhớ, ngoài ra còn thấy hay quên và mệt mỏi.",Khoa Nội Thần Kinh,SYMPTOM,MEDIUM
Dạo này tôi bị đau ngực dữ dội và đổ mồ hôi lạnh với lại choáng váng hơn 1 tuần rồi.,Khoa Cấp Cứu,SYMPTOM,EMERGENCY
"Mấy hôm nay tôi thấy đầy hơi, khó tiêu kết hợp với ợ chua mấy tháng nay.",Khoa Tiêu Hoá,SYMPTOM,EMERGENCY
"Dạo này tôi từ đêm qua hay bị khàn tiếng, ngoài ra còn bị mất giọng và ho có đờm.",Khoa Tai Mũi Họng,SYMPTOM,EMERGENCY
"Bác sĩ ơi, bác sĩ ơi tôi giảm trí nhớ, khoảng 2 ngày nay thấy hay quên, mệt mỏi.",Khoa Nội Thần Kinh,SYMPTOM,EMERGENCY
"Bác sĩ ơi, gần đây tôi khô mắt, liên tục không dứt thấy mỏi mắt, nhức hốc mắt.",Khoa Mắt,SYMPTOM,MEDIUM
"Bác sĩ ơi, bác sĩ ơi tôi mất ngủ, kéo dài dai dẳng thấy trằn trọc và đau nửa đầu.",Khoa Nội Thần Kinh,SYMPTOM,EMERGENCY
"Tôi bị cộm mắt và nhạy cảm ánh sáng, nhức mắt liên tục không dứt.",Khoa Mắt,SYMPTOM,NORMAL
"Gần đây tôi thấy khàn tiếng và mất giọng, ho có đờm từ sáng nay.",Khoa Tai Mũi Họng,SYMPTOM,MEDIUM
"Mấy hôm nay tôi từ đêm qua hay bị mờ mắt, ngoài ra còn bị nhìn không rõ và chảy nước mắt.",Khoa Mắt,SYMPTOM,NORMAL
"Gần đây tôi từ sáng nay hay bị ngất xỉu đột ngột, ngoài ra còn bị co giật và không phản ứng.",Khoa Cấp Cứu,SYMPTOM,EMERGENCY
"Bác sĩ ơi, mấy hôm nay tôi huyết áp cao, thỉnh thoảng bị thấy xây xẩm mặt mày với lại chóng mặt.",Khoa Tim Mạch,SYMPTOM,EMERGENCY
"Bác sĩ ơi, mấy hôm nay tôi khô mắt, từ đêm qua thấy mỏi mắt, nhức hốc mắt.",Khoa Mắt,SYMPTOM,NORMAL
"Bác sĩ ơi, dạ tôi mất ngủ, kéo dài dai dẳng thấy trằn trọc, đau nửa đầu.",Khoa Nội Thần Kinh,SYMPTOM,EMERGENCY
"Bác sĩ ơi tôi khoảng 2 ngày nay hay thấy đau tức ngực, ngoài ra còn thấy khó thở và tim đập nhanh.",Khoa Tim Mạch,SYMPTOM,MEDIUM
"Con tôi liên tục không dứt hay thấy sốt cao, ngoài ra còn thấy ho khan và thở khò khè.",Khoa Nhi,SYMPTOM,MEDIUM
"Bác sĩ ơi, bác sĩ ơi tôi đau đầu, hơn 1 tuần rồi thấy chóng mặt kết hợp với buồn nôn.",Khoa Nội Thần Kinh,SYMPTOM,NORMAL
"Bác sĩ ơi, mẹ tôi khó thở cấp, mấy tháng nay thấy tím tái, ngạt thở.",Khoa Cấp Cứu,SYMPTOM,EMERGENCY
Tôi bị cộm mắt và nhạy cảm ánh sáng kèm theo nhức mắt thỉnh thoảng bị.,Khoa Mắt,SYMPTOM,NORMAL
"Bác sĩ ơi, dạo này tôi thoái hóa cột sống, mấy tháng nay thấy đau âm ỉ, nhức mỏi.",Khoa Xương Khớp,SYMPTOM,NORMAL
"Bác sĩ ơi tôi bị đau lưng, lan xuống chân, tê buốt hơn 1 tuần rồi.",Khoa Xương Khớp,SYMPTOM,MEDIUM
"Gần đây tôi bị huyết áp cao, xây xẩm mặt mày kết hợp với chóng mặt từ đêm qua.",Khoa Tim Mạch,SYMPTOM,MEDIUM
"Tôi thỉnh thoảng bị hay bị đau lưng, ngoài ra còn bị lan xuống chân và tê buốt.",Khoa Xương Khớp,SYMPTOM,NORMAL
"Bác sĩ ơi tôi khoảng 2 ngày nay hay bị nổi mẩn đỏ, ngoài ra còn bị ngứa ngáy và lan rộng.",Khoa Da Liễu,SYMPTOM,NORMAL
"Hôm nay tôi bị mụn viêm, sưng to đồng thời bị đau nhức từ sáng nay.",Khoa Da Liễu,SYMPTOM,EMERGENCY
"Mấy hôm nay tôi liên tục không dứt hay bị bỏng nặng, ngoài ra còn bị đau dữ dội và phồng rộp lớn.",Khoa Cấp Cứu,SYMPTOM,EMERGENCY
"Bác sĩ ơi, cháu nhà tôi sốt cao, khoảng 2 ngày nay thấy ho khan và thở khò khè.",Khoa Nhi,SYMPTOM,MEDIUM
"Dạo này tôi bị cộm mắt, nhạy cảm ánh sáng và nhức mắt thỉnh thoảng bị.",Khoa Mắt,SYMPTOM,NORMAL
"Mấy hôm nay tôi bị đau ngực dữ dội, đổ mồ hôi lạnh sau đó thì choáng váng mấy tháng nay.",Khoa Cấp Cứu,SYMPTOM,EMERGENCY
"Bác sĩ ơi, dạ tôi đau họng, thỉnh thoảng bị thấy nuốt vướng và sưng amidan.",Khoa Tai Mũi Họng,SYMPTOM,NORMAL
"Hôm nay tôi khoảng 2 ngày nay hay thấy phù nề chân, ngoài ra còn thấy tức ngực và hụt hơi.",Khoa Tim Mạch,SYMPTOM,MEDIUM
"Bác sĩ ơi tôi mấy tháng nay hay thấy đi ngoài ra máu, ngoài ra còn thấy táo bón và đau rát.",Khoa Tiêu Hoá,SYMPTOM,EMERGENCY
"Bác sĩ ơi, bác sĩ ơi tôi sưng đỏ khớp ngón chân, liên tục không dứt thấy đau buốt sau đó thì khó cử động.",Khoa Xương Khớp,SYMPTOM,MEDIUM
"Dạ tôi bị đầy hơi và khó tiêu, ợ chua thỉnh thoảng bị.",Khoa Tiêu Hoá,SYMPTOM,NORMAL
"Hôm nay tôi mấy tháng nay hay thấy nổi mẩn đỏ, ngoài ra còn thấy ngứa ngáy và lan rộng.",Khoa Da Liễu,SYMPTOM,MEDIUM
"Dạ tôi kéo dài dai dẳng hay thấy rụng tóc nhiều, ngoài ra còn thấy ngứa da đầu và nhiều gàu.",Khoa Da Liễu,SYMPTOM,NORMAL
"Dạo này tôi mấy tháng nay hay bị đau đầu, ngoài ra còn bị chóng mặt và buồn nôn.",Khoa Nội Thần Kinh,SYMPTOM,MEDIUM
"Dạo này tôi liên tục không dứt hay bị cộm mắt, ngoài ra còn bị nhạy cảm ánh sáng và nhức mắt.",Khoa Mắt,SYMPTOM,NORMAL
"Con tôi bị chảy nước mũinghẹt mũi, hắt hơi liên tục không dứt.",Khoa Nhi,SYMPTOM,MEDIUM
"Bác sĩ ơi, hôm nay tôi nổi bong bóng nước, mấy tháng nay thấy rát da kèm theo đỏ tấy.",Khoa Da Liễu,SYMPTOM,MEDIUM
"Mấy hôm nay tôi thỉnh thoảng bị hay bị đau tức ngực, ngoài ra còn bị khó thở và tim đập nhanh.",Khoa Tim Mạch,SYMPTOM,MEDIUM
"Bác sĩ ơi tôi thỉnh thoảng thấy hay thấy sưng đỏ khớp ngón chân, ngoài ra còn thấy đau buốt và khó cử động.",Khoa Xương Khớp,SYMPTOM,NORMAL
"Bác sĩ ơi, mấy hôm nay tôi nổi mẩn đỏ, kéo dài dai dẳng thấy ngứa ngáy với lại lan rộng.",Khoa Da Liễu,SYMPTOM,MEDIUM
"Gần đây tôi bị đau nhói tim, vã mồ hôi với lại mệt mỏi từ đêm qua.",Khoa Tim Mạch,SYMPTOM,MEDIUM
"Bác sĩ ơi, tôi nổi mẩn đỏ, từ sáng nay thấy ngứa ngáy, lan rộng.",Khoa Da Liễu,SYMPTOM,MEDIUM
"Bác sĩ ơi, dạ tôi giảm trí nhớ, liên tục không dứt thấy hay quên, mệt mỏi.",Khoa Nội Thần Kinh,SYMPTOM,EMERGENCY
"Hôm nay tôi bị đau tức ngực, khó thở, tim đập nhanh thỉnh thoảng bị.",Khoa Tim Mạch,SYMPTOM,EMERGENCY
"Bác sĩ ơi, trẻ nhà tôi nổi mẩn đỏ, hơn 1 tuần rồi thấy ngứa ngáy kèm theo khóc đêm.",Khoa Nhi,SYMPTOM,EMERGENCY
Dạ tôi bị rụng tóc nhiềungứa da đầu đồng thời bị nhiều gàu từ đêm qua.,Khoa Da Liễu,SYMPTOM,NORMAL
"Con tôi mấy tháng nay hay bị chảy nước mũi, ngoài ra còn bị nghẹt mũi và hắt hơi.",Khoa Nhi,SYMPTOM,EMERGENCY
Tôi thấy sưng đỏ khớp ngón chânđau buốt và khó cử động liên tục không dứt.,Khoa Xương Khớp,SYMPTOM,NORMAL
"Hôm nay tôi bị đầy hơi và khó tiêu, ợ chua thỉnh thoảng bị.",Khoa Tiêu Hoá,SYMPTOM,NORMAL
"Bác sĩ ơi, dạ tôi đi ngoài ra máu, khoảng 2 ngày nay thấy táo bón và đau rát.",Khoa Tiêu Hoá,SYMPTOM,EMERGENCY
Hôm nay tôi bị ù taiđau nhức tai và chảy mủ tai mấy tháng nay.,Khoa Tai Mũi Họng,SYMPTOM,MEDIUM
"Gần đây tôi bị đau nhức khớp gối, đi lại khó khăn kết hợp với kêu lạo xạo thỉnh thoảng bị.",Khoa Xương Khớp,SYMPTOM,MEDIUM
"Tôi thấy cộm mắtnhạy cảm ánh sáng, nhức mắt thỉnh thoảng bị.",Khoa Mắt,SYMPTOM,MEDIUM
Trẻ nhà tôi thấy biếng ăn và nôn trớ đồng thời thấy quấy khóc từ sáng nay.,Khoa Nhi,SYMPTOM,EMERGENCY
"Dạ tôi bị hồi hộp và đánh trống ngực, khó thở khi nằm mấy tháng nay.",Khoa Tim Mạch,SYMPTOM,MEDIUM
"Dạo này tôi bị đau nhức khớp gốiđi lại khó khăn, kêu lạo xạo kéo dài dai dẳng.",Khoa Xương Khớp,SYMPTOM,NORMAL
"Bác sĩ ơi, hôm nay tôi mất ngủ, từ đêm qua thấy trằn trọc kèm theo đau nửa đầu.",Khoa Nội Thần Kinh,SYMPTOM,NORMAL
"Bác sĩ ơi, tôi nổi mẩn đỏ, liên tục không dứt thấy ngứa ngáy, lan rộng.",Khoa Da Liễu,SYMPTOM,NORMAL
